rank,asset,market_id,market_slug,token_id,question,rule_family,horizon_hours,learned_direction,train_accuracy,test_accuracy,train_average_forward_return,test_average_forward_return,stability,train_samples,test_samples,simplicity,score,grade,filter_reason
927,BTC,2031663,btc-updown-5m-1776761100,20624766533044913003314907630201571274787305290305047312399837645415708457236,"Bitcoin Up or Down - April 21, 4:45AM-4:50AM ET",divergence_mean_reversion,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
928,BTC,2031663,btc-updown-5m-1776761100,20624766533044913003314907630201571274787305290305047312399837645415708457236,"Bitcoin Up or Down - April 21, 4:45AM-4:50AM ET",high_confidence_probability_move,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
929,BTC,2031663,btc-updown-5m-1776761100,20624766533044913003314907630201571274787305290305047312399837645415708457236,"Bitcoin Up or Down - April 21, 4:45AM-4:50AM ET",high_confidence_probability_move,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
930,BTC,2031663,btc-updown-5m-1776761100,20624766533044913003314907630201571274787305290305047312399837645415708457236,"Bitcoin Up or Down - April 21, 4:45AM-4:50AM ET",high_confidence_probability_move,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
931,BTC,2031663,btc-updown-5m-1776761100,20624766533044913003314907630201571274787305290305047312399837645415708457236,"Bitcoin Up or Down - April 21, 4:45AM-4:50AM ET",polymarket_leads_crypto_momentum,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
932,BTC,2031663,btc-updown-5m-1776761100,20624766533044913003314907630201571274787305290305047312399837645415708457236,"Bitcoin Up or Down - April 21, 4:45AM-4:50AM ET",polymarket_leads_crypto_momentum,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
933,BTC,2031663,btc-updown-5m-1776761100,20624766533044913003314907630201571274787305290305047312399837645415708457236,"Bitcoin Up or Down - April 21, 4:45AM-4:50AM ET",polymarket_leads_crypto_momentum,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
934,BTC,2031663,btc-updown-5m-1776761100,20624766533044913003314907630201571274787305290305047312399837645415708457236,"Bitcoin Up or Down - April 21, 4:45AM-4:50AM ET",probability_momentum_continuation,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
935,BTC,2031663,btc-updown-5m-1776761100,20624766533044913003314907630201571274787305290305047312399837645415708457236,"Bitcoin Up or Down - April 21, 4:45AM-4:50AM ET",probability_momentum_continuation,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
936,BTC,2031663,btc-updown-5m-1776761100,20624766533044913003314907630201571274787305290305047312399837645415708457236,"Bitcoin Up or Down - April 21, 4:45AM-4:50AM ET",probability_momentum_continuation,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
937,BTC,2031663,btc-updown-5m-1776761100,20624766533044913003314907630201571274787305290305047312399837645415708457236,"Bitcoin Up or Down - April 21, 4:45AM-4:50AM ET",probability_reversal,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
938,BTC,2031663,btc-updown-5m-1776761100,20624766533044913003314907630201571274787305290305047312399837645415708457236,"Bitcoin Up or Down - April 21, 4:45AM-4:50AM ET",probability_reversal,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
939,BTC,2031663,btc-updown-5m-1776761100,20624766533044913003314907630201571274787305290305047312399837645415708457236,"Bitcoin Up or Down - April 21, 4:45AM-4:50AM ET",probability_reversal,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
940,BTC,2033102,btc-updown-5m-1776776100,68780332756459872695516392405845630755865221577142260156455601239519918574848,"Bitcoin Up or Down - April 21, 8:55AM-9:00AM ET",divergence_mean_reversion,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
941,BTC,2033102,btc-updown-5m-1776776100,68780332756459872695516392405845630755865221577142260156455601239519918574848,"Bitcoin Up or Down - April 21, 8:55AM-9:00AM ET",divergence_mean_reversion,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
942,BTC,2033102,btc-updown-5m-1776776100,68780332756459872695516392405845630755865221577142260156455601239519918574848,"Bitcoin Up or Down - April 21, 8:55AM-9:00AM ET",divergence_mean_reversion,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
943,BTC,2033102,btc-updown-5m-1776776100,68780332756459872695516392405845630755865221577142260156455601239519918574848,"Bitcoin Up or Down - April 21, 8:55AM-9:00AM ET",high_confidence_probability_move,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
944,BTC,2033102,btc-updown-5m-1776776100,68780332756459872695516392405845630755865221577142260156455601239519918574848,"Bitcoin Up or Down - April 21, 8:55AM-9:00AM ET",high_confidence_probability_move,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
945,BTC,2033102,btc-updown-5m-1776776100,68780332756459872695516392405845630755865221577142260156455601239519918574848,"Bitcoin Up or Down - April 21, 8:55AM-9:00AM ET",high_confidence_probability_move,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
946,BTC,2033102,btc-updown-5m-1776776100,68780332756459872695516392405845630755865221577142260156455601239519918574848,"Bitcoin Up or Down - April 21, 8:55AM-9:00AM ET",polymarket_leads_crypto_momentum,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
947,BTC,2033102,btc-updown-5m-1776776100,68780332756459872695516392405845630755865221577142260156455601239519918574848,"Bitcoin Up or Down - April 21, 8:55AM-9:00AM ET",polymarket_leads_crypto_momentum,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
948,BTC,2033102,btc-updown-5m-1776776100,68780332756459872695516392405845630755865221577142260156455601239519918574848,"Bitcoin Up or Down - April 21, 8:55AM-9:00AM ET",polymarket_leads_crypto_momentum,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
949,BTC,2033102,btc-updown-5m-1776776100,68780332756459872695516392405845630755865221577142260156455601239519918574848,"Bitcoin Up or Down - April 21, 8:55AM-9:00AM ET",probability_momentum_continuation,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
950,BTC,2033102,btc-updown-5m-1776776100,68780332756459872695516392405845630755865221577142260156455601239519918574848,"Bitcoin Up or Down - April 21, 8:55AM-9:00AM ET",probability_momentum_continuation,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
951,BTC,2033102,btc-updown-5m-1776776100,68780332756459872695516392405845630755865221577142260156455601239519918574848,"Bitcoin Up or Down - April 21, 8:55AM-9:00AM ET",probability_momentum_continuation,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
952,BTC,2033102,btc-updown-5m-1776776100,68780332756459872695516392405845630755865221577142260156455601239519918574848,"Bitcoin Up or Down - April 21, 8:55AM-9:00AM ET",probability_reversal,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
953,BTC,2033102,btc-updown-5m-1776776100,68780332756459872695516392405845630755865221577142260156455601239519918574848,"Bitcoin Up or Down - April 21, 8:55AM-9:00AM ET",probability_reversal,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
954,BTC,2033102,btc-updown-5m-1776776100,68780332756459872695516392405845630755865221577142260156455601239519918574848,"Bitcoin Up or Down - April 21, 8:55AM-9:00AM ET",probability_reversal,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
955,BTC,2033236,btc-updown-5m-1776776700,1839350119352837032321404335544136096606911418758405009403772029645038497432,"Bitcoin Up or Down - April 21, 9:05AM-9:10AM ET",divergence_mean_reversion,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
956,BTC,2033236,btc-updown-5m-1776776700,1839350119352837032321404335544136096606911418758405009403772029645038497432,"Bitcoin Up or Down - April 21, 9:05AM-9:10AM ET",divergence_mean_reversion,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
957,BTC,2033236,btc-updown-5m-1776776700,1839350119352837032321404335544136096606911418758405009403772029645038497432,"Bitcoin Up or Down - April 21, 9:05AM-9:10AM ET",divergence_mean_reversion,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
958,BTC,2033236,btc-updown-5m-1776776700,1839350119352837032321404335544136096606911418758405009403772029645038497432,"Bitcoin Up or Down - April 21, 9:05AM-9:10AM ET",high_confidence_probability_move,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
959,BTC,2033236,btc-updown-5m-1776776700,1839350119352837032321404335544136096606911418758405009403772029645038497432,"Bitcoin Up or Down - April 21, 9:05AM-9:10AM ET",high_confidence_probability_move,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
960,BTC,2033236,btc-updown-5m-1776776700,1839350119352837032321404335544136096606911418758405009403772029645038497432,"Bitcoin Up or Down - April 21, 9:05AM-9:10AM ET",high_confidence_probability_move,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
961,BTC,2033236,btc-updown-5m-1776776700,1839350119352837032321404335544136096606911418758405009403772029645038497432,"Bitcoin Up or Down - April 21, 9:05AM-9:10AM ET",polymarket_leads_crypto_momentum,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
962,BTC,2033236,btc-updown-5m-1776776700,1839350119352837032321404335544136096606911418758405009403772029645038497432,"Bitcoin Up or Down - April 21, 9:05AM-9:10AM ET",polymarket_leads_crypto_momentum,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
963,BTC,2033236,btc-updown-5m-1776776700,1839350119352837032321404335544136096606911418758405009403772029645038497432,"Bitcoin Up or Down - April 21, 9:05AM-9:10AM ET",polymarket_leads_crypto_momentum,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
964,BTC,2033236,btc-updown-5m-1776776700,1839350119352837032321404335544136096606911418758405009403772029645038497432,"Bitcoin Up or Down - April 21, 9:05AM-9:10AM ET",probability_momentum_continuation,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
965,BTC,2033236,btc-updown-5m-1776776700,1839350119352837032321404335544136096606911418758405009403772029645038497432,"Bitcoin Up or Down - April 21, 9:05AM-9:10AM ET",probability_momentum_continuation,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
966,BTC,2033236,btc-updown-5m-1776776700,1839350119352837032321404335544136096606911418758405009403772029645038497432,"Bitcoin Up or Down - April 21, 9:05AM-9:10AM ET",probability_momentum_continuation,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
967,BTC,2033236,btc-updown-5m-1776776700,1839350119352837032321404335544136096606911418758405009403772029645038497432,"Bitcoin Up or Down - April 21, 9:05AM-9:10AM ET",probability_reversal,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
968,BTC,2033236,btc-updown-5m-1776776700,1839350119352837032321404335544136096606911418758405009403772029645038497432,"Bitcoin Up or Down - April 21, 9:05AM-9:10AM ET",probability_reversal,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
969,BTC,2033236,btc-updown-5m-1776776700,1839350119352837032321404335544136096606911418758405009403772029645038497432,"Bitcoin Up or Down - April 21, 9:05AM-9:10AM ET",probability_reversal,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
970,BTC,2056631,btc-updown-5m-1777001100,114098843164380392617106259609610594721239428226488170403105687347708108392631,"Bitcoin Up or Down - April 23, 11:25PM-11:30PM ET",divergence_mean_reversion,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
971,BTC,2056631,btc-updown-5m-1777001100,114098843164380392617106259609610594721239428226488170403105687347708108392631,"Bitcoin Up or Down - April 23, 11:25PM-11:30PM ET",divergence_mean_reversion,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
972,BTC,2056631,btc-updown-5m-1777001100,114098843164380392617106259609610594721239428226488170403105687347708108392631,"Bitcoin Up or Down - April 23, 11:25PM-11:30PM ET",divergence_mean_reversion,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
973,BTC,2056631,btc-updown-5m-1777001100,114098843164380392617106259609610594721239428226488170403105687347708108392631,"Bitcoin Up or Down - April 23, 11:25PM-11:30PM ET",high_confidence_probability_move,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
974,BTC,2056631,btc-updown-5m-1777001100,114098843164380392617106259609610594721239428226488170403105687347708108392631,"Bitcoin Up or Down - April 23, 11:25PM-11:30PM ET",high_confidence_probability_move,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
975,BTC,2056631,btc-updown-5m-1777001100,114098843164380392617106259609610594721239428226488170403105687347708108392631,"Bitcoin Up or Down - April 23, 11:25PM-11:30PM ET",high_confidence_probability_move,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
976,BTC,2056631,btc-updown-5m-1777001100,114098843164380392617106259609610594721239428226488170403105687347708108392631,"Bitcoin Up or Down - April 23, 11:25PM-11:30PM ET",polymarket_leads_crypto_momentum,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
977,BTC,2056631,btc-updown-5m-1777001100,114098843164380392617106259609610594721239428226488170403105687347708108392631,"Bitcoin Up or Down - April 23, 11:25PM-11:30PM ET",polymarket_leads_crypto_momentum,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
978,BTC,2056631,btc-updown-5m-1777001100,114098843164380392617106259609610594721239428226488170403105687347708108392631,"Bitcoin Up or Down - April 23, 11:25PM-11:30PM ET",polymarket_leads_crypto_momentum,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
979,BTC,2056631,btc-updown-5m-1777001100,114098843164380392617106259609610594721239428226488170403105687347708108392631,"Bitcoin Up or Down - April 23, 11:25PM-11:30PM ET",probability_momentum_continuation,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
980,BTC,2056631,btc-updown-5m-1777001100,114098843164380392617106259609610594721239428226488170403105687347708108392631,"Bitcoin Up or Down - April 23, 11:25PM-11:30PM ET",probability_momentum_continuation,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
981,BTC,2056631,btc-updown-5m-1777001100,114098843164380392617106259609610594721239428226488170403105687347708108392631,"Bitcoin Up or Down - April 23, 11:25PM-11:30PM ET",probability_momentum_continuation,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
982,BTC,2056631,btc-updown-5m-1777001100,114098843164380392617106259609610594721239428226488170403105687347708108392631,"Bitcoin Up or Down - April 23, 11:25PM-11:30PM ET",probability_reversal,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
983,BTC,2056631,btc-updown-5m-1777001100,114098843164380392617106259609610594721239428226488170403105687347708108392631,"Bitcoin Up or Down - April 23, 11:25PM-11:30PM ET",probability_reversal,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
984,BTC,2056631,btc-updown-5m-1777001100,114098843164380392617106259609610594721239428226488170403105687347708108392631,"Bitcoin Up or Down - April 23, 11:25PM-11:30PM ET",probability_reversal,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
985,BTC,2061847,btc-updown-5m-1777052100,102279224143306672637763924628226222696455310398243341903303781647826915742883,"Bitcoin Up or Down - April 24, 1:35PM-1:40PM ET",divergence_mean_reversion,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
986,BTC,2061847,btc-updown-5m-1777052100,102279224143306672637763924628226222696455310398243341903303781647826915742883,"Bitcoin Up or Down - April 24, 1:35PM-1:40PM ET",divergence_mean_reversion,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
987,BTC,2061847,btc-updown-5m-1777052100,102279224143306672637763924628226222696455310398243341903303781647826915742883,"Bitcoin Up or Down - April 24, 1:35PM-1:40PM ET",divergence_mean_reversion,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
988,BTC,2061847,btc-updown-5m-1777052100,102279224143306672637763924628226222696455310398243341903303781647826915742883,"Bitcoin Up or Down - April 24, 1:35PM-1:40PM ET",high_confidence_probability_move,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
989,BTC,2061847,btc-updown-5m-1777052100,102279224143306672637763924628226222696455310398243341903303781647826915742883,"Bitcoin Up or Down - April 24, 1:35PM-1:40PM ET",high_confidence_probability_move,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
990,BTC,2061847,btc-updown-5m-1777052100,102279224143306672637763924628226222696455310398243341903303781647826915742883,"Bitcoin Up or Down - April 24, 1:35PM-1:40PM ET",high_confidence_probability_move,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
991,BTC,2061847,btc-updown-5m-1777052100,102279224143306672637763924628226222696455310398243341903303781647826915742883,"Bitcoin Up or Down - April 24, 1:35PM-1:40PM ET",polymarket_leads_crypto_momentum,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
992,BTC,2061847,btc-updown-5m-1777052100,102279224143306672637763924628226222696455310398243341903303781647826915742883,"Bitcoin Up or Down - April 24, 1:35PM-1:40PM ET",polymarket_leads_crypto_momentum,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
993,BTC,2061847,btc-updown-5m-1777052100,102279224143306672637763924628226222696455310398243341903303781647826915742883,"Bitcoin Up or Down - April 24, 1:35PM-1:40PM ET",polymarket_leads_crypto_momentum,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
994,BTC,2061847,btc-updown-5m-1777052100,102279224143306672637763924628226222696455310398243341903303781647826915742883,"Bitcoin Up or Down - April 24, 1:35PM-1:40PM ET",probability_momentum_continuation,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
995,BTC,2061847,btc-updown-5m-1777052100,102279224143306672637763924628226222696455310398243341903303781647826915742883,"Bitcoin Up or Down - April 24, 1:35PM-1:40PM ET",probability_momentum_continuation,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
996,BTC,2061847,btc-updown-5m-1777052100,102279224143306672637763924628226222696455310398243341903303781647826915742883,"Bitcoin Up or Down - April 24, 1:35PM-1:40PM ET",probability_momentum_continuation,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
997,BTC,2061847,btc-updown-5m-1777052100,102279224143306672637763924628226222696455310398243341903303781647826915742883,"Bitcoin Up or Down - April 24, 1:35PM-1:40PM ET",probability_reversal,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
998,BTC,2061847,btc-updown-5m-1777052100,102279224143306672637763924628226222696455310398243341903303781647826915742883,"Bitcoin Up or Down - April 24, 1:35PM-1:40PM ET",probability_reversal,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
999,BTC,2061847,btc-updown-5m-1777052100,102279224143306672637763924628226222696455310398243341903303781647826915742883,"Bitcoin Up or Down - April 24, 1:35PM-1:40PM ET",probability_reversal,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
1000,BTC,2072904,btc-updown-5m-1777162200,48526543975601377841024726035848939204054125681647437804711064393765280542352,"Bitcoin Up or Down - April 25, 8:10PM-8:15PM ET",divergence_mean_reversion,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
1001,BTC,2072904,btc-updown-5m-1777162200,48526543975601377841024726035848939204054125681647437804711064393765280542352,"Bitcoin Up or Down - April 25, 8:10PM-8:15PM ET",divergence_mean_reversion,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
1002,BTC,2072904,btc-updown-5m-1777162200,48526543975601377841024726035848939204054125681647437804711064393765280542352,"Bitcoin Up or Down - April 25, 8:10PM-8:15PM ET",divergence_mean_reversion,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
1003,BTC,2072904,btc-updown-5m-1777162200,48526543975601377841024726035848939204054125681647437804711064393765280542352,"Bitcoin Up or Down - April 25, 8:10PM-8:15PM ET",high_confidence_probability_move,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
1004,BTC,2072904,btc-updown-5m-1777162200,48526543975601377841024726035848939204054125681647437804711064393765280542352,"Bitcoin Up or Down - April 25, 8:10PM-8:15PM ET",high_confidence_probability_move,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
1005,BTC,2072904,btc-updown-5m-1777162200,48526543975601377841024726035848939204054125681647437804711064393765280542352,"Bitcoin Up or Down - April 25, 8:10PM-8:15PM ET",high_confidence_probability_move,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
1006,BTC,2072904,btc-updown-5m-1777162200,48526543975601377841024726035848939204054125681647437804711064393765280542352,"Bitcoin Up or Down - April 25, 8:10PM-8:15PM ET",polymarket_leads_crypto_momentum,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
1007,BTC,2072904,btc-updown-5m-1777162200,48526543975601377841024726035848939204054125681647437804711064393765280542352,"Bitcoin Up or Down - April 25, 8:10PM-8:15PM ET",polymarket_leads_crypto_momentum,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
1008,BTC,2072904,btc-updown-5m-1777162200,48526543975601377841024726035848939204054125681647437804711064393765280542352,"Bitcoin Up or Down - April 25, 8:10PM-8:15PM ET",polymarket_leads_crypto_momentum,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
1009,BTC,2072904,btc-updown-5m-1777162200,48526543975601377841024726035848939204054125681647437804711064393765280542352,"Bitcoin Up or Down - April 25, 8:10PM-8:15PM ET",probability_momentum_continuation,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
1010,BTC,2072904,btc-updown-5m-1777162200,48526543975601377841024726035848939204054125681647437804711064393765280542352,"Bitcoin Up or Down - April 25, 8:10PM-8:15PM ET",probability_momentum_continuation,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
1011,BTC,2072904,btc-updown-5m-1777162200,48526543975601377841024726035848939204054125681647437804711064393765280542352,"Bitcoin Up or Down - April 25, 8:10PM-8:15PM ET",probability_momentum_continuation,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
1012,BTC,2072904,btc-updown-5m-1777162200,48526543975601377841024726035848939204054125681647437804711064393765280542352,"Bitcoin Up or Down - April 25, 8:10PM-8:15PM ET",probability_reversal,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
1013,BTC,2072904,btc-updown-5m-1777162200,48526543975601377841024726035848939204054125681647437804711064393765280542352,"Bitcoin Up or Down - April 25, 8:10PM-8:15PM ET",probability_reversal,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
1014,BTC,2072904,btc-updown-5m-1777162200,48526543975601377841024726035848939204054125681647437804711064393765280542352,"Bitcoin Up or Down - April 25, 8:10PM-8:15PM ET",probability_reversal,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
1015,BTC,2081390,btc-updown-5m-1777250700,1418762359442452924309032729015018227181435881141722385336665725024606160607,"Bitcoin Up or Down - April 26, 8:45PM-8:50PM ET",divergence_mean_reversion,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
1016,BTC,2081390,btc-updown-5m-1777250700,1418762359442452924309032729015018227181435881141722385336665725024606160607,"Bitcoin Up or Down - April 26, 8:45PM-8:50PM ET",divergence_mean_reversion,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
1017,BTC,2081390,btc-updown-5m-1777250700,1418762359442452924309032729015018227181435881141722385336665725024606160607,"Bitcoin Up or Down - April 26, 8:45PM-8:50PM ET",divergence_mean_reversion,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
1018,BTC,2081390,btc-updown-5m-1777250700,1418762359442452924309032729015018227181435881141722385336665725024606160607,"Bitcoin Up or Down - April 26, 8:45PM-8:50PM ET",high_confidence_probability_move,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
1019,BTC,2081390,btc-updown-5m-1777250700,1418762359442452924309032729015018227181435881141722385336665725024606160607,"Bitcoin Up or Down - April 26, 8:45PM-8:50PM ET",high_confidence_probability_move,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
1020,BTC,2081390,btc-updown-5m-1777250700,1418762359442452924309032729015018227181435881141722385336665725024606160607,"Bitcoin Up or Down - April 26, 8:45PM-8:50PM ET",high_confidence_probability_move,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
1021,BTC,2081390,btc-updown-5m-1777250700,1418762359442452924309032729015018227181435881141722385336665725024606160607,"Bitcoin Up or Down - April 26, 8:45PM-8:50PM ET",polymarket_leads_crypto_momentum,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
1022,BTC,2081390,btc-updown-5m-1777250700,1418762359442452924309032729015018227181435881141722385336665725024606160607,"Bitcoin Up or Down - April 26, 8:45PM-8:50PM ET",polymarket_leads_crypto_momentum,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
1023,BTC,2081390,btc-updown-5m-1777250700,1418762359442452924309032729015018227181435881141722385336665725024606160607,"Bitcoin Up or Down - April 26, 8:45PM-8:50PM ET",polymarket_leads_crypto_momentum,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
1024,BTC,2081390,btc-updown-5m-1777250700,1418762359442452924309032729015018227181435881141722385336665725024606160607,"Bitcoin Up or Down - April 26, 8:45PM-8:50PM ET",probability_momentum_continuation,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
